a, b, c, d, e
64825, 525, 325, 5, 35176
64826, 562, 326, 6, 35175
64827, 599, 327, 7, 35174
64828, 636, 328, 8, 35173
64829, 673, 329, 9, 35172
64830, 710, 330, 0, 35171
64831, 747, 331, 1, 35170
64832, 784, 332, 2, 35169
64833, 821, 333, 3, 35168
64834, 858, 334, 4, 35167
64835, 895, 335, 5, 35166
64836, 932, 336, 6, 35165
64837, 969, 337, 7, 35164
64838, 6, 338, 8, 35163
64839, 43, 339, 9, 35162
64840, 80, 340, 0, 35161
64841, 117, 341, 1, 35160
64842, 154, 342, 2, 35159
64843, 191, 343, 3, 35158
64844, 228, 344, 4, 35157
64845, 265, 345, 5, 35156
64846, 302, 346, 6, 35155
64847, 339, 347, 7, 35154
64848, 376, 348, 8, 35153
64849, 413, 349, 9, 35152
64850, 450, 350, 0, 35151
64851, 487, 351, 1, 35150
64852, 524, 352, 2, 35149
64853, 561, 353, 3, 35148
64854, 598, 354, 4, 35147
64855, 635, 355, 5, 35146
64856, 672, 356, 6, 35145
64857, 709, 357, 7, 35144
64858, 746, 358, 8, 35143
64859, 783, 359, 9, 35142
64860, 820, 360, 0, 35141
64861, 857, 361, 1, 35140
64862, 894, 362, 2, 35139
64863, 931, 363, 3, 35138
64864, 968, 364, 4, 35137
64865, 5, 365, 5, 35136
64866, 42, 366, 6, 35135
64867, 79, 367, 7, 35134
64868, 116, 368, 8, 35133
64869, 153, 369, 9, 35132
64870, 190, 370, 0, 35131
64871, 227, 371, 1, 35130
64872, 264, 372, 2, 35129
64873, 301, 373, 3, 35128
64874, 338, 374, 4, 35127
64875, 375, 375, 5, 35126
64876, 412, 376, 6, 35125
64877, 449, 377, 7, 35124
64878, 486, 378, 8, 35123
64879, 523, 379, 9, 35122
64880, 560, 380, 0, 35121
64881, 597, 381, 1, 35120
64882, 634, 382, 2, 35119
64883, 671, 383, 3, 35118
64884, 708, 384, 4, 35117
64885, 745, 385, 5, 35116
64886, 782, 386, 6, 35115
64887, 819, 387, 7, 35114
64888, 856, 388, 8, 35113
64889, 893, 389, 9, 35112
64890, 930, 390, 0, 35111
64891, 967, 391, 1, 35110
64892, 4, 392, 2, 35109
64893, 41, 393, 3, 35108
64894, 78, 394, 4, 35107
64895, 115, 395, 5, 35106
64896, 152, 396, 6, 35105
64897, 189, 397, 7, 35104
64898, 226, 398, 8, 35103
64899, 263, 399, 9, 35102
64900, 300, 400, 0, 35101
64901, 337, 401, 1, 35100
64902, 374, 402, 2, 35099
64903, 411, 403, 3, 35098
64904, 448, 404, 4, 35097
64905, 485, 405, 5, 35096
64906, 522, 406, 6, 35095
64907, 559, 407, 7, 35094
64908, 596, 408, 8, 35093
64909, 633, 409, 9, 35092
64910, 670, 410, 0, 35091
64911, 707, 411, 1, 35090
64912, 744, 412, 2, 35089
64913, 781, 413, 3, 35088
64914, 818, 414, 4, 35087
64915, 855, 415, 5, 35086
64916, 892, 416, 6, 35085
64917, 929, 417, 7, 35084
64918, 966, 418, 8, 35083
64919, 3, 419, 9, 35082
64920, 40, 420, 0, 35081
64921, 77, 421, 1, 35080
64922, 114, 422, 2, 35079
64923, 151, 423, 3, 35078
64924, 188, 424, 4, 35077
64925, 225, 425, 5, 35076
64926, 262, 426, 6, 35075
64927, 299, 427, 7, 35074
64928, 336, 428, 8, 35073
64929, 373, 429, 9, 35072
64930, 410, 430, 0, 35071
64931, 447, 431, 1, 35070
64932, 484, 432, 2, 35069
64933, 521, 433, 3, 35068
64934, 558, 434, 4, 35067
64935, 595, 435, 5, 35066
64936, 632, 436, 6, 35065
64937, 669, 437, 7, 35064
64938, 706, 438, 8, 35063
64939, 743, 439, 9, 35062
64940, 780, 440, 0, 35061
64941, 817, 441, 1, 35060
64942, 854, 442, 2, 35059
64943, 891, 443, 3, 35058
64944, 928, 444, 4, 35057
64945, 965, 445, 5, 35056
64946, 2, 446, 6, 35055
64947, 39, 447, 7, 35054
64948, 76, 448, 8, 35053
64949, 113, 449, 9, 35052
64950, 150, 450, 0, 35051
64951, 187, 451, 1, 35050
64952, 224, 452, 2, 35049
64953, 261, 453, 3, 35048
64954, 298, 454, 4, 35047
64955, 335, 455, 5, 35046
64956, 372, 456, 6, 35045
64957, 409, 457, 7, 35044
64958, 446, 458, 8, 35043
64959, 483, 459, 9, 35042
64960, 520, 460, 0, 35041
64961, 557, 461, 1, 35040
64962, 594, 462, 2, 35039
64963, 631, 463, 3, 35038
64964, 668, 464, 4, 35037
64965, 705, 465, 5, 35036
64966, 742, 466, 6, 35035
64967, 779, 467, 7, 35034
64968, 816, 468, 8, 35033
64969, 853, 469, 9, 35032
64970, 890, 470, 0, 35031
64971, 927, 471, 1, 35030
64972, 964, 472, 2, 35029
64973, 1, 473, 3, 35028
64974, 38, 474, 4, 35027
64975, 75, 475, 5, 35026
64976, 112, 476, 6, 35025
64977, 149, 477, 7, 35024
64978, 186, 478, 8, 35023
64979, 223, 479, 9, 35022
64980, 260, 480, 0, 35021
64981, 297, 481, 1, 35020
64982, 334, 482, 2, 35019
64983, 371, 483, 3, 35018
64984, 408, 484, 4, 35017
64985, 445, 485, 5, 35016
64986, 482, 486, 6, 35015
64987, 519, 487, 7, 35014
64988, 556, 488, 8, 35013
64989, 593, 489, 9, 35012
64990, 630, 490, 0, 35011
64991, 667, 491, 1, 35010
64992, 704, 492, 2, 35009
64993, 741, 493, 3, 35008
64994, 778, 494, 4, 35007
64995, 815, 495, 5, 35006
64996, 852, 496, 6, 35005
64997, 889, 497, 7, 35004
64998, 926, 498, 8, 35003
64999, 963, 499, 9, 35002
65000, 0, 0, 0, 35001
65001, 37, 1, 1, 35000
65002, 74, 2, 2, 34999
65003, 111, 3, 3, 34998
65004, 148, 4, 4, 34997
65005, 185, 5, 5, 34996
65006, 222, 6, 6, 34995
65007, 259, 7, 7, 34994
65008, 296, 8, 8, 34993
65009, 333, 9, 9, 34992
65010, 370, 10, 0, 34991
65011, 407, 11, 1, 34990
65012, 444, 12, 2, 34989
65013, 481, 13, 3, 34988
65014, 518, 14, 4, 34987
65015, 555, 15, 5, 34986
65016, 592, 16, 6, 34985
65017, 629, 17, 7, 34984
65018, 666, 18, 8, 34983
65019, 703, 19, 9, 34982
65020, 740, 20, 0, 34981
65021, 777, 21, 1, 34980
65022, 814, 22, 2, 34979
65023, 851, 23, 3, 34978
65024, 888, 24, 4, 34977
65025, 925, 25, 5, 34976
65026, 962, 26, 6, 34975
65027, 999, 27, 7, 34974
65028, 36, 28, 8, 34973
65029, 73, 29, 9, 34972
65030, 110, 30, 0, 34971
65031, 147, 31, 1, 34970
65032, 184, 32, 2, 34969
65033, 221, 33, 3, 34968
65034, 258, 34, 4, 34967
65035, 295, 35, 5, 34966
65036, 332, 36, 6, 34965
65037, 369, 37, 7, 34964
65038, 406, 38, 8, 34963
65039, 443, 39, 9, 34962
65040, 480, 40, 0, 34961
65041, 517, 41, 1, 34960
65042, 554, 42, 2, 34959
65043, 591, 43, 3, 34958
65044, 628, 44, 4, 34957
65045, 665, 45, 5, 34956
65046, 702, 46, 6, 34955
65047, 739, 47, 7, 34954
65048, 776, 48, 8, 34953
65049, 813, 49, 9, 34952
65050, 850, 50, 0, 34951
65051, 887, 51, 1, 34950
65052, 924, 52, 2, 34949
65053, 961, 53, 3, 34948
65054, 998, 54, 4, 34947
65055, 35, 55, 5, 34946
65056, 72, 56, 6, 34945
65057, 109, 57, 7, 34944
65058, 146, 58, 8, 34943
65059, 183, 59, 9, 34942
65060, 220, 60, 0, 34941
65061, 257, 61, 1, 34940
65062, 294, 62, 2, 34939
65063, 331, 63, 3, 34938
65064, 368, 64, 4, 34937
65065, 405, 65, 5, 34936
65066, 442, 66, 6, 34935
65067, 479, 67, 7, 34934
65068, 516, 68, 8, 34933
65069, 553, 69, 9, 34932
65070, 590, 70, 0, 34931
65071, 627, 71, 1, 34930
65072, 664, 72, 2, 34929
65073, 701, 73, 3, 34928
65074, 738, 74, 4, 34927
65075, 775, 75, 5, 34926
65076, 812, 76, 6, 34925
65077, 849, 77, 7, 34924
65078, 886, 78, 8, 34923
65079, 923, 79, 9, 34922
65080, 960, 80, 0, 34921
65081, 997, 81, 1, 34920
65082, 34, 82, 2, 34919
65083, 71, 83, 3, 34918
65084, 108, 84, 4, 34917
65085, 145, 85, 5, 34916
65086, 182, 86, 6, 34915
65087, 219, 87, 7, 34914
65088, 256, 88, 8, 34913
65089, 293, 89, 9, 34912
65090, 330, 90, 0, 34911
65091, 367, 91, 1, 34910
65092, 404, 92, 2, 34909
65093, 441, 93, 3, 34908
65094, 478, 94, 4, 34907
65095, 515, 95, 5, 34906
65096, 552, 96, 6, 34905
65097, 589, 97, 7, 34904
65098, 626, 98, 8, 34903
65099, 663, 99, 9, 34902
65100, 700, 100, 0, 34901
65101, 737, 101, 1, 34900
65102, 774, 102, 2, 34899
65103, 811, 103, 3, 34898
65104, 848, 104, 4, 34897
65105, 885, 105, 5, 34896
65106, 922, 106, 6, 34895
65107, 959, 107, 7, 34894
65108, 996, 108, 8, 34893
65109, 33, 109, 9, 34892
65110, 70, 110, 0, 34891
65111, 107, 111, 1, 34890
65112, 144, 112, 2, 34889
65113, 181, 113, 3, 34888
65114, 218, 114, 4, 34887
65115, 255, 115, 5, 34886
65116, 292, 116, 6, 34885
65117, 329, 117, 7, 34884
65118, 366, 118, 8, 34883
65119, 403, 119, 9, 34882
65120, 440, 120, 0, 34881
65121, 477, 121, 1, 34880
65122, 514, 122, 2, 34879
65123, 551, 123, 3, 34878
65124, 588, 124, 4, 34877
65125, 625, 125, 5, 34876
65126, 662, 126, 6, 34875
65127, 699, 127, 7, 34874
65128, 736, 128, 8, 34873
65129, 773, 129, 9, 34872
65130, 810, 130, 0, 34871
65131, 847, 131, 1, 34870
65132, 884, 132, 2, 34869
65133, 921, 133, 3, 34868
65134, 958, 134, 4, 34867
65135, 995, 135, 5, 34866
65136, 32, 136, 6, 34865
65137, 69, 137, 7, 34864
65138, 106, 138, 8, 34863
65139, 143, 139, 9, 34862
65140, 180, 140, 0, 34861
65141, 217, 141, 1, 34860
65142, 254, 142, 2, 34859
65143, 291, 143, 3, 34858
65144, 328, 144, 4, 34857
65145, 365, 145, 5, 34856
65146, 402, 146, 6, 34855
65147, 439, 147, 7, 34854
65148, 476, 148, 8, 34853
65149, 513, 149, 9, 34852
65150, 550, 150, 0, 34851
65151, 587, 151, 1, 34850
65152, 624, 152, 2, 34849
65153, 661, 153, 3, 34848
65154, 698, 154, 4, 34847
65155, 735, 155, 5, 34846
65156, 772, 156, 6, 34845
65157, 809, 157, 7, 34844
65158, 846, 158, 8, 34843
65159, 883, 159, 9, 34842
65160, 920, 160, 0, 34841
65161, 957, 161, 1, 34840
65162, 994, 162, 2, 34839
65163, 31, 163, 3, 34838
65164, 68, 164, 4, 34837
65165, 105, 165, 5, 34836
65166, 142, 166, 6, 34835
65167, 179, 167, 7, 34834
65168, 216, 168, 8, 34833
65169, 253, 169, 9, 34832
65170, 290, 170, 0, 34831
65171, 327, 171, 1, 34830
65172, 364, 172, 2, 34829
65173, 401, 173, 3, 34828
65174, 438, 174, 4, 34827
65175, 475, 175, 5, 34826
65176, 512, 176, 6, 34825
65177, 549, 177, 7, 34824
65178, 586, 178, 8, 34823
65179, 623, 179, 9, 34822
65180, 660, 180, 0, 34821
65181, 697, 181, 1, 34820
65182, 734, 182, 2, 34819
65183, 771, 183, 3, 34818
65184, 808, 184, 4, 34817
65185, 845, 185, 5, 34816
65186, 882, 186, 6, 34815
65187, 919, 187, 7, 34814
65188, 956, 188, 8, 34813
65189, 993, 189, 9, 34812
65190, 30, 190, 0, 34811
65191, 67, 191, 1, 34810
65192, 104, 192, 2, 34809
65193, 141, 193, 3, 34808
65194, 178, 194, 4, 34807
65195, 215, 195, 5, 34806
65196, 252, 196, 6, 34805
65197, 289, 197, 7, 34804
65198, 326, 198, 8, 34803
65199, 363, 199, 9, 34802
65200, 400, 200, 0, 34801
65201, 437, 201, 1, 34800
65202, 474, 202, 2, 34799
65203, 511, 203, 3, 34798
65204, 548, 204, 4, 34797
65205, 585, 205, 5, 34796
65206, 622, 206, 6, 34795
65207, 659, 207, 7, 34794
65208, 696, 208, 8, 34793
65209, 733, 209, 9, 34792
65210, 770, 210, 0, 34791
65211, 807, 211, 1, 34790
65212, 844, 212, 2, 34789
65213, 881, 213, 3, 34788
65214, 918, 214, 4, 34787
65215, 955, 215, 5, 34786
65216, 992, 216, 6, 34785
65217, 29, 217, 7, 34784
65218, 66, 218, 8, 34783
65219, 103, 219, 9, 34782
65220, 140, 220, 0, 34781
65221, 177, 221, 1, 34780
65222, 214, 222, 2, 34779
65223, 251, 223, 3, 34778
65224, 288, 224, 4, 34777
65225, 325, 225, 5, 34776
65226, 362, 226, 6, 34775
65227, 399, 227, 7, 34774
65228, 436, 228, 8, 34773
65229, 473, 229, 9, 34772
65230, 510, 230, 0, 34771
65231, 547, 231, 1, 34770
65232, 584, 232, 2, 34769
65233, 621, 233, 3, 34768
65234, 658, 234, 4, 34767
65235, 695, 235, 5, 34766
65236, 732, 236, 6, 34765
65237, 769, 237, 7, 34764
65238, 806, 238, 8, 34763
65239, 843, 239, 9, 34762
65240, 880, 240, 0, 34761
65241, 917, 241, 1, 34760
65242, 954, 242, 2, 34759
65243, 991, 243, 3, 34758
65244, 28, 244, 4, 34757
65245, 65, 245, 5, 34756
65246, 102, 246, 6, 34755
65247, 139, 247, 7, 34754
65248, 176, 248, 8, 34753
65249, 213, 249, 9, 34752
65250, 250, 250, 0, 34751
65251, 287, 251, 1, 34750
65252, 324, 252, 2, 34749
65253, 361, 253, 3, 34748
65254, 398, 254, 4, 34747
65255, 435, 255, 5, 34746
65256, 472, 256, 6, 34745
65257, 509, 257, 7, 34744
65258, 546, 258, 8, 34743
65259, 583, 259, 9, 34742
65260, 620, 260, 0, 34741
65261, 657, 261, 1, 34740
65262, 694, 262, 2, 34739
65263, 731, 263, 3, 34738
65264, 768, 264, 4, 34737
65265, 805, 265, 5, 34736
65266, 842, 266, 6, 34735
65267, 879, 267, 7, 34734
65268, 916, 268, 8, 34733
65269, 953, 269, 9, 34732
65270, 990, 270, 0, 34731
65271, 27, 271, 1, 34730
65272, 64, 272, 2, 34729
65273, 101, 273, 3, 34728
65274, 138, 274, 4, 34727
65275, 175, 275, 5, 34726
65276, 212, 276, 6, 34725
65277, 249, 277, 7, 34724
65278, 286, 278, 8, 34723
65279, 323, 279, 9, 34722
65280, 360, 280, 0, 34721
65281, 397, 281, 1, 34720
65282, 434, 282, 2, 34719
65283, 471, 283, 3, 34718
65284, 508, 284, 4, 34717
65285, 545, 285, 5, 34716
65286, 582, 286, 6, 34715
65287, 619, 287, 7, 34714
65288, 656, 288, 8, 34713
65289, 693, 289, 9, 34712
65290, 730, 290, 0, 34711
65291, 767, 291, 1, 34710
65292, 804, 292, 2, 34709
65293, 841, 293, 3, 34708
65294, 878, 294, 4, 34707
65295, 915, 295, 5, 34706
65296, 952, 296, 6, 34705
65297, 989, 297, 7, 34704
65298, 26, 298, 8, 34703
65299, 63, 299, 9, 34702
65300, 100, 300, 0, 34701
65301, 137, 301, 1, 34700
65302, 174, 302, 2, 34699
65303, 211, 303, 3, 34698
65304, 248, 304, 4, 34697
65305, 285, 305, 5, 34696
65306, 322, 306, 6, 34695
65307, 359, 307, 7, 34694
65308, 396, 308, 8, 34693
65309, 433, 309, 9, 34692
65310, 470, 310, 0, 34691
65311, 507, 311, 1, 34690
65312, 544, 312, 2, 34689
65313, 581, 313, 3, 34688
65314, 618, 314, 4, 34687
65315, 655, 315, 5, 34686
65316, 692, 316, 6, 34685
65317, 729, 317, 7, 34684
65318, 766, 318, 8, 34683
65319, 803, 319, 9, 34682
65320, 840, 320, 0, 34681
65321, 877, 321, 1, 34680
65322, 914, 322, 2, 34679
65323, 951, 323, 3, 34678
65324, 988, 324, 4, 34677
65325, 25, 325, 5, 34676
65326, 62, 326, 6, 34675
65327, 99, 327, 7, 34674
65328, 136, 328, 8, 34673
65329, 173, 329, 9, 34672
65330, 210, 330, 0, 34671
65331, 247, 331, 1, 34670
65332, 284, 332, 2, 34669
65333, 321, 333, 3, 34668
65334, 358, 334, 4, 34667
65335, 395, 335, 5, 34666
65336, 432, 336, 6, 34665
65337, 469, 337, 7, 34664
65338, 506, 338, 8, 34663
65339, 543, 339, 9, 34662
65340, 580, 340, 0, 34661
65341, 617, 341, 1, 34660
65342, 654, 342, 2, 34659
65343, 691, 343, 3, 34658
65344, 728, 344, 4, 34657
65345, 765, 345, 5, 34656
65346, 802, 346, 6, 34655
65347, 839, 347, 7, 34654
65348, 876, 348, 8, 34653
65349, 913, 349, 9, 34652
65350, 950, 350, 0, 34651
65351, 987, 351, 1, 34650
65352, 24, 352, 2, 34649
65353, 61, 353, 3, 34648
65354, 98, 354, 4, 34647
65355, 135, 355, 5, 34646
65356, 172, 356, 6, 34645
65357, 209, 357, 7, 34644
65358, 246, 358, 8, 34643
65359, 283, 359, 9, 34642
65360, 320, 360, 0, 34641
65361, 357, 361, 1, 34640
65362, 394, 362, 2, 34639
65363, 431, 363, 3, 34638
65364, 468, 364, 4, 34637
65365, 505, 365, 5, 34636
65366, 542, 366, 6, 34635
65367, 579, 367, 7, 34634
65368, 616, 368, 8, 34633
65369, 653, 369, 9, 34632
65370, 690, 370, 0, 34631
65371, 727, 371, 1, 34630
65372, 764, 372, 2, 34629
65373, 801, 373, 3, 34628
65374, 838, 374, 4, 34627
65375, 875, 375, 5, 34626
65376, 912, 376, 6, 34625
65377, 949, 377, 7, 34624
65378, 986, 378, 8, 34623
65379, 23, 379, 9, 34622
65380, 60, 380, 0, 34621
65381, 97, 381, 1, 34620
65382, 134, 382, 2, 34619
65383, 171, 383, 3, 34618
65384, 208, 384, 4, 34617
65385, 245, 385, 5, 34616
65386, 282, 386, 6, 34615
65387, 319, 387, 7, 34614
65388, 356, 388, 8, 34613
65389, 393, 389, 9, 34612
65390, 430, 390, 0, 34611
65391, 467, 391, 1, 34610
65392, 504, 392, 2, 34609
65393, 541, 393, 3, 34608
65394, 578, 394, 4, 34607
65395, 615, 395, 5, 34606
65396, 652, 396, 6, 34605
65397, 689, 397, 7, 34604
65398, 726, 398, 8, 34603
65399, 763, 399, 9, 34602
65400, 800, 400, 0, 34601
65401, 837, 401, 1, 34600
65402, 874, 402, 2, 34599
65403, 911, 403, 3, 34598
65404, 948, 404, 4, 34597
65405, 985, 405, 5, 34596
65406, 22, 406, 6, 34595
65407, 59, 407, 7, 34594
65408, 96, 408, 8, 34593
65409, 133, 409, 9, 34592
65410, 170, 410, 0, 34591
65411, 207, 411, 1, 34590
65412, 244, 412, 2, 34589
65413, 281, 413, 3, 34588
65414, 318, 414, 4, 34587
65415, 355, 415, 5, 34586
65416, 392, 416, 6, 34585
65417, 429, 417, 7, 34584
65418, 466, 418, 8, 34583
65419, 503, 419, 9, 34582
65420, 540, 420, 0, 34581
65421, 577, 421, 1, 34580
65422, 614, 422, 2, 34579
65423, 651, 423, 3, 34578
65424, 688, 424, 4, 34577
65425, 725, 425, 5, 34576
65426, 762, 426, 6, 34575
65427, 799, 427, 7, 34574
65428, 836, 428, 8, 34573
65429, 873, 429, 9, 34572
65430, 910, 430, 0, 34571
65431, 947, 431, 1, 34570
65432, 984, 432, 2, 34569
65433, 21, 433, 3, 34568
65434, 58, 434, 4, 34567
65435, 95, 435, 5, 34566
65436, 132, 436, 6, 34565
65437, 169, 437, 7, 34564
65438, 206, 438, 8, 34563
65439, 243, 439, 9, 34562
65440, 280, 440, 0, 34561
65441, 317, 441, 1, 34560
65442, 354, 442, 2, 34559
65443, 391, 443, 3, 34558
65444, 428, 444, 4, 34557
65445, 465, 445, 5, 34556
65446, 502, 446, 6, 34555
65447, 539, 447, 7, 34554
65448, 576, 448, 8, 34553
65449, 613, 449, 9, 34552
65450, 650, 450, 0, 34551
65451, 687, 451, 1, 34550
65452, 724, 452, 2, 34549
65453, 761, 453, 3, 34548
65454, 798, 454, 4, 34547
65455, 835, 455, 5, 34546
65456, 872, 456, 6, 34545
65457, 909, 457, 7, 34544
65458, 946, 458, 8, 34543
65459, 983, 459, 9, 34542
65460, 20, 460, 0, 34541
65461, 57, 461, 1, 34540
65462, 94, 462, 2, 34539
65463, 131, 463, 3, 34538
65464, 168, 464, 4, 34537
65465, 205, 465, 5, 34536
65466, 242, 466, 6, 34535
65467, 279, 467, 7, 34534
65468, 316, 468, 8, 34533
65469, 353, 469, 9, 34532
65470, 390, 470, 0, 34531
65471, 427, 471, 1, 34530
65472, 464, 472, 2, 34529
65473, 501, 473, 3, 34528
65474, 538, 474, 4, 34527
65475, 575, 475, 5, 34526
65476, 612, 476, 6, 34525
65477, 649, 477, 7, 34524
65478, 686, 478, 8, 34523
65479, 723, 479, 9, 34522
65480, 760, 480, 0, 34521
65481, 797, 481, 1, 34520
65482, 834, 482, 2, 34519
65483, 871, 483, 3, 34518
65484, 908, 484, 4, 34517
65485, 945, 485, 5, 34516
65486, 982, 486, 6, 34515
65487, 19, 487, 7, 34514
65488, 56, 488, 8, 34513
65489, 93, 489, 9, 34512
65490, 130, 490, 0, 34511
65491, 167, 491, 1, 34510
65492, 204, 492, 2, 34509
65493, 241, 493, 3, 34508
65494, 278, 494, 4, 34507
65495, 315, 495, 5, 34506
65496, 352, 496, 6, 34505
65497, 389, 497, 7, 34504
65498, 426, 498, 8, 34503
65499, 463, 499, 9, 34502
65500, 500, 0, 0, 34501
65501, 537, 1, 1, 34500
65502, 574, 2, 2, 34499
65503, 611, 3, 3, 34498
65504, 648, 4, 4, 34497
65505, 685, 5, 5, 34496
65506, 722, 6, 6, 34495
65507, 759, 7, 7, 34494
65508, 796, 8, 8, 34493
65509, 833, 9, 9, 34492
65510, 870, 10, 0, 34491
65511, 907, 11, 1, 34490
65512, 944, 12, 2, 34489
65513, 981, 13, 3, 34488
65514, 18, 14, 4, 34487
65515, 55, 15, 5, 34486
65516, 92, 16, 6, 34485
65517, 129, 17, 7, 34484
65518, 166, 18, 8, 34483
65519, 203, 19, 9, 34482
65520, 240, 20, 0, 34481
65521, 277, 21, 1, 34480
65522, 314, 22, 2, 34479
65523, 351, 23, 3, 34478
65524, 388, 24, 4, 34477
65525, 425, 25, 5, 34476
65526, 462, 26, 6, 34475
65527, 499, 27, 7, 34474
65528, 536, 28, 8, 34473
65529, 573, 29, 9, 34472
65530, 610, 30, 0, 34471
65531, 647, 31, 1, 34470
65532, 684, 32, 2, 34469
65533, 721, 33, 3, 34468
65534, 758, 34, 4, 34467
65535, 795, 35, 5, 34466
65536, 832, 36, 6, 34465
65537, 869, 37, 7, 34464
65538, 906, 38, 8, 34463
65539, 943, 39, 9, 34462
65540, 980, 40, 0, 34461
65541, 17, 41, 1, 34460
65542, 54, 42, 2, 34459
65543, 91, 43, 3, 34458
65544, 128, 44, 4, 34457
65545, 165, 45, 5, 34456
65546, 202, 46, 6, 34455
65547, 239, 47, 7, 34454
65548, 276, 48, 8, 34453
65549, 313, 49, 9, 34452
65550, 350, 50, 0, 34451
65551, 387, 51, 1, 34450
65552, 424, 52, 2, 34449
65553, 461, 53, 3, 34448
65554, 498, 54, 4, 34447
65555, 535, 55, 5, 34446
65556, 572, 56, 6, 34445
65557, 609, 57, 7, 34444
65558, 646, 58, 8, 34443
65559, 683, 59, 9, 34442
65560, 720, 60, 0, 34441
65561, 757, 61, 1, 34440
65562, 794, 62, 2, 34439
65563, 831, 63, 3, 34438
65564, 868, 64, 4, 34437
65565, 905, 65, 5, 34436
65566, 942, 66, 6, 34435
65567, 979, 67, 7, 34434
65568, 16, 68, 8, 34433
65569, 53, 69, 9, 34432
65570, 90, 70, 0, 34431
65571, 127, 71, 1, 34430
65572, 164, 72, 2, 34429
65573, 201, 73, 3, 34428
65574, 238, 74, 4, 34427
65575, 275, 75, 5, 34426
65576, 312, 76, 6, 34425
65577, 349, 77, 7, 34424
65578, 386, 78, 8, 34423
65579, 423, 79, 9, 34422
65580, 460, 80, 0, 34421
65581, 497, 81, 1, 34420
65582, 534, 82, 2, 34419
65583, 571, 83, 3, 34418
65584, 608, 84, 4, 34417
65585, 645, 85, 5, 34416
65586, 682, 86, 6, 34415
65587, 719, 87, 7, 34414
65588, 756, 88, 8, 34413
65589, 793, 89, 9, 34412
65590, 830, 90, 0, 34411
65591, 867, 91, 1, 34410
65592, 904, 92, 2, 34409
65593, 941, 93, 3, 34408
65594, 978, 94, 4, 34407
65595, 15, 95, 5, 34406
65596, 52, 96, 6, 34405
65597, 89, 97, 7, 34404
65598, 126, 98, 8, 34403
65599, 163, 99, 9, 34402
65600, 200, 100, 0, 34401
65601, 237, 101, 1, 34400
65602, 274, 102, 2, 34399
65603, 311, 103, 3, 34398
65604, 348, 104, 4, 34397
65605, 385, 105, 5, 34396
65606, 422, 106, 6, 34395
65607, 459, 107, 7, 34394
65608, 496, 108, 8, 34393
65609, 533, 109, 9, 34392
65610, 570, 110, 0, 34391
65611, 607, 111, 1, 34390
65612, 644, 112, 2, 34389
65613, 681, 113, 3, 34388
65614, 718, 114, 4, 34387
65615, 755, 115, 5, 34386
65616, 792, 116, 6, 34385
65617, 829, 117, 7, 34384
65618, 866, 118, 8, 34383
65619, 903, 119, 9, 34382
65620, 940, 120, 0, 34381
65621, 977, 121, 1, 34380
65622, 14, 122, 2, 34379
65623, 51, 123, 3, 34378
65624, 88, 124, 4, 34377
65625, 125, 125, 5, 34376
65626, 162, 126, 6, 34375
65627, 199, 127, 7, 34374
65628, 236, 128, 8, 34373
65629, 273, 129, 9, 34372
65630, 310, 130, 0, 34371
65631, 347, 131, 1, 34370
65632, 384, 132, 2, 34369
65633, 421, 133, 3, 34368
65634, 458, 134, 4, 34367
65635, 495, 135, 5, 34366
65636, 532, 136, 6, 34365
65637, 569, 137, 7, 34364
65638, 606, 138, 8, 34363
65639, 643, 139, 9, 34362
65640, 680, 140, 0, 34361
65641, 717, 141, 1, 34360
65642, 754, 142, 2, 34359
65643, 791, 143, 3, 34358
65644, 828, 144, 4, 34357
65645, 865, 145, 5, 34356
65646, 902, 146, 6, 34355
65647, 939, 147, 7, 34354
65648, 976, 148, 8, 34353
65649, 13, 149, 9, 34352
65650, 50, 150, 0, 34351
65651, 87, 151, 1, 34350
65652, 124, 152, 2, 34349
65653, 161, 153, 3, 34348
65654, 198, 154, 4, 34347
65655, 235, 155, 5, 34346
65656, 272, 156, 6, 34345
65657, 309, 157, 7, 34344
65658, 346, 158, 8, 34343
65659, 383, 159, 9, 34342
65660, 420, 160, 0, 34341
65661, 457, 161, 1, 34340
65662, 494, 162, 2, 34339
65663, 531, 163, 3, 34338
65664, 568, 164, 4, 34337
65665, 605, 165, 5, 34336
65666, 642, 166, 6, 34335
65667, 679, 167, 7, 34334
65668, 716, 168, 8, 34333
65669, 753, 169, 9, 34332
65670, 790, 170, 0, 34331
65671, 827, 171, 1, 34330
65672, 864, 172, 2, 34329
65673, 901, 173, 3, 34328
65674, 938, 174, 4, 34327
65675, 975, 175, 5, 34326
65676, 12, 176, 6, 34325
65677, 49, 177, 7, 34324
65678, 86, 178, 8, 34323
65679, 123, 179, 9, 34322
65680, 160, 180, 0, 34321
65681, 197, 181, 1, 34320
65682, 234, 182, 2, 34319
65683, 271, 183, 3, 34318
65684, 308, 184, 4, 34317
65685, 345, 185, 5, 34316
65686, 382, 186, 6, 34315
65687, 419, 187, 7, 34314
65688, 456, 188, 8, 34313
65689, 493, 189, 9, 34312
65690, 530, 190, 0, 34311
65691, 567, 191, 1, 34310
65692, 604, 192, 2, 34309
65693, 641, 193, 3, 34308
65694, 678, 194, 4, 34307
65695, 715, 195, 5, 34306
65696, 752, 196, 6, 34305
65697, 789, 197, 7, 34304
65698, 826, 198, 8, 34303
